Network,Site_Code,Lon,Lat,Texture,Topo,Site_Info,Corr_Val,RMSE_Val,MinSM,MaxSM,Heuristic,Vert_Shift,Amplitude,Horiz_Shift,Porosity,Res_SM,Drainage,n,Class,Zone,Easting,Northing
CRN,1114,-90.17,44.06,2,1,1114WI Necedah 5 WNW.txt,0.946,1.696,0.3,17.9,0.849636364,0.02,0.041,249.83,14.2,2.32,4.196,350,ISCJ,15T,726667,4882431
CRN,1115,-101.44,42.07,1,1,1115NE Whitman 5 ENE.txt,0.844,1.303,0.7,13.5,0.742203125,0.012,0.026,234.12,10.72,1.98,3.413,250,XACJ,14T,298140,4660429
CRN,1116,-93.29,41.56,8,1,1116IA Des Moines 17 E.txt,0.909,4.991,11.7,48,0.771506887,0.018,0.015,187.22,42.96,16.78,1.313,300,ITC,15T,475818,4600966
CRN,1117,-76.25,42.44,6,1,1117NY Ithaca 13 E.txt,0.637,6.111,8.8,46,0.472725806,0.007,0.031,243.37,38.27,6.59,1.617,450,LJ,18T,397193,4699387
CRN,1118,-73.74,41.79,4,1,1118NY Millbrook 3 W.txt,0.751,3.722,0,31.1,0.631321543,0.01,0.033,242.99,25.93,2.47,2.927,450,LJ,18T,604693,4627227
CRN,1119,-85.96,34.29,3,1,1119AL Gadsden 19 N.txt,0.906,3.406,2.8,38.9,0.81165097,0.012,0.011,266.14,31.88,3.94,1.202,450,LWC,16S,595716,3794800
CRN,1120,-81.46,30.81,1,1,1120GA Brunswick 23 S.txt,0.783,2.133,0.5,13.2,0.615047244,0.033,0.028,285.11,8.78,1.24,2.977,450,LJ,17R,455998,3408635
CRN,1121,-85.13,36.01,6,1,1121TN Crossville 7 NW.txt,0.862,7.298,6.2,51.4,0.700539823,0.009,0.009,254.35,46.97,11.87,0.623,450,LWC,16S,668526,3986674
CRN,1122,-86.98,32.33,3,1,1122AL Selma 13 WNW.txt,0.748,9.013,13.4,70.6,0.59043007,0.01,0.015,270.41,64.48,19.88,1.047,450,LWC,16S,501882,3577014
CRN,1123,-75.79,39.86,4,1,1123PA Avondale 2 N.txt,0.777,6.218,6.3,38.6,0.58449226,0.018,0.027,216.29,37.77,9.24,1.259,450,LJ,18S,432427,4412517
CRN,1124,-87.88,30.55,3,1,1124AL Fairhope 3 NE.txt,0.768,3.234,1.5,22.7,0.61545283,0.032,0.005,19.86,19.04,5.16,1.578,450,LWC,16R,415596,3380061
CRN,1125,-81.78,40.37,4,1,1125OH Coshocton 8 NNE.txt,0.816,7.912,5.9,51.6,0.642870897,0.009,0.014,247.14,63.02,6.44,0.575,450,LPM,17T,433779,4469116
CRN,1128,-81.32,25.9,3,1,1128FL Everglades City 5 NE.txt,0.89,2.741,2.2,23.1,0.758851675,0.06,0.001,259.89,18.21,4.18,3.147,350,ITF,17R,467947,2864648
CRN,1129,-91.78,35.82,4,1,1129AR Batesville 8 WNW.txt,0.9,3.628,7,40.5,0.791701493,0.009,0.027,262.03,36.67,9.65,1.112,400,LPM,15S,610207,3964670
CRN,1130,-100.25,32.04,6,1,1130TX Bronte 11 NNE.txt,0.876,1.935,1,19.7,0.772524064,0.016,0.007,164.27,18.61,2.93,1.141,400,IAQ,14S,381977,3545552
CRN,1138,-106.52,35.86,4,1,1138NM Los Alamos 13 W.txt,0.8,5.058,3.6,40.3,0.662179837,0.006,0.023,219.2,33.22,6.31,1.967,450,IAQ,13S,362759,3969487
CRN,1139,-103.38,46.89,4,1,1139ND Medora 7 E.txt,0.923,7.072,5.4,40.1,0.719195965,0,0.026,239.23,42.3,9.13,1.178,300,XACJ,13T,623412,5194214
CRN,1140,-103.3,45.52,3,1,1140SD Buffalo 13 ESE.txt,0.854,3.393,10.6,37.1,0.725962264,0.002,0.025,222.44,36.35,15.96,1.511,250,XACJ,13T,632768,5042123
CRN,1141,-80.69,28.62,1,1,1141FL Titusville 7 E.txt,0.759,2.63,1.5,46.9,0.701070485,0.025,0.02,332.14,58.74,8.16,0.241,350,ITF,17R,530303,3165925
CRN,1142,-93.15,39.87,6,1,1142MO Chillicothe 22 ENE.txt,0.897,6.958,7.2,57.7,0.759217822,0.016,0.016,204.97,56.38,12.98,1.08,350,ITC,15S,487171,4413339
CRN,1144,-108.67,42.68,6,1,1144WY Lander 11 SSE.txt,0.965,2.626,3.2,32.1,0.874134948,0.006,0.008,219.89,35.24,3.5,1.631,400,LPQ,12T,690901,4727912
CRN,1145,-119.65,44.56,9,1,1145OR John Day 35 WNW.txt,0.9,1.649,1.9,17.9,0.7969375,0.013,0.005,225.5,19.78,3.32,2.695,450,XTM,11T,289545,4937489
CRN,1231,-100.96,38.87,4,1,1231KS Oakley 19 SSW.txt,0.754,4.93,13.5,44.4,0.594453074,0.018,0.023,231.86,43.04,17.87,2.18,300,IAQ,14S,329962,4304176
CRN,1232,-108.5,37.26,3,1,1232CO Cortez 8 SE.txt,0.88,4.182,4.1,31.5,0.727372263,0.017,0.017,212.3,40.43,4.49,1.285,500,LBMS,12S,721699,4126645
CRN,1233,-123.81,47.51,4,1,1233WA Quinault 4 NE.txt,0.76,4.081,1,21.6,0.561893204,0.023,0.016,126.4,19.02,2.68,1.271,500,IVD,10T,439007,5262159
CRN,1234,-123.33,44.42,8,1,1234OR Corvallis 10 SSW.txt,0.709,5.758,10.9,50.8,0.564689223,0.035,0.025,157.95,47.12,18.77,1.83,450,XTM,10T,473729,4918575
CRN,1235,-102.17,48.97,6,1,1235ND Northgate 5 ESE.txt,0.685,4.503,4.5,34.9,0.536875,0.006,0.036,223.1,28.78,12.25,4.08,200,XACJ,13U,707106,5427980
CRN,1236,-100.35,44.02,12,1,1236SD Pierre 24 S.txt,0.93,4.87,3.1,55.8,0.837590133,0.015,0.014,299.43,44.23,9.48,3.296,300,XACJ,14T,391800,4874980
CRN,1306,-103.21,29.35,3,1,1306TX Panther Junction 2 N.txt,0.928,1.248,1.5,18.3,0.853714286,0.016,0.019,285.74,19.13,3.69,1.953,300,IAQ,13R,673770,3248094
CRN,1307,-106.74,32.61,8,1,1307NM Las Cruces 20 N.txt,0.864,2.376,2.2,19.6,0.727448276,0.011,0.01,264.05,18.98,4.79,1.333,300,IACJ,13S,336734,3609389
CRN,1346,-78.47,38,3,1,1346VA Charlottesville 2 SSE.txt,0.854,7.628,10.4,46.8,0.64443956,0.006,0.015,210.19,36.48,10.79,1.048,450,LJ,17S,722144,4208835
CRN,1347,-79.09,35.97,6,1,1347NC Durham 11 W.txt,0.727,8.249,3.3,40.2,0.503449864,0.006,0.018,219.33,29.15,4.04,1.168,450,LJ,17S,672218,3982307
CRN,1386,-98.08,30.62,9,1,1386TX Austin 33 NW.txt,0.918,4.286,6.4,54.4,0.828708333,0.023,0.011,207.96,46.2,11.1,1.873,400,ISQJ,14R,588176,3387850
CRN,1387,-96.82,28.3,1,1,1387TX Port Aransas 32 NNE.txt,0.751,1.528,0,12.7,0.630685039,0.053,0.026,306.37,16.07,2.05,0.578,450,IAQ,14R,713775,3132364
CRN,1406,-91.72,37.63,4,1,1406MO Salem 10 W.txt,0.917,3.152,5.7,43.1,0.832721925,0.011,0.019,240.69,40.44,10.26,0.84,400,LPM,15S,612945,4165534
CRN,1407,-94.58,37.43,4,1,1407MO Joplin 24 N.txt,0.678,9.943,6.9,49.5,0.444596244,0.004,0.04,267.95,39.56,12.96,2.035,350,ITC,15S,360208,4143747
CRN,1426,-84.72,44.91,1,1,1426MI Gaylord 9 SSW.txt,0.915,1.989,0.8,21.1,0.817019704,0.005,0.02,236.84,16.36,0,2.271,450,LJ,16T,679980,4975481
CRN,1446,-99.13,45.71,6,1,1446SD Aberdeen 35 WNW.txt,0.91,3.077,6.5,39.3,0.816189024,0.013,0.013,222.68,38.67,9.32,1.32,450,ISCJ,14T,489881,5061835
CRN,1447,-92.99,46.11,4,1,1447MN Sandstone 6 W.txt,0.714,5.453,5.9,33,0.512782288,0.024,0.022,278.83,29.2,14.39,2.631,250,ISCJ,15T,500772,5106269
CRN,1467,-117.53,47.42,4,1,1467WA Spokane 17 SSW.txt,0.666,8.571,0.5,37.1,0.431819672,0.041,0.029,152.2,37.73,2.2,4.585,450,ISCB,11T,460023,5251975
CRN,1468,-113.01,45.16,6,1,1468MT Dillon 18 WSW.txt,0.584,6.622,6.3,37.9,0.374443038,0.01,0.018,209.31,25.58,9.74,4.355,350,LPQ,12T,342022,5002689
CRN,1487,-104.44,44.52,6,1,1487WY Sundance 8 NNW.txt,0.88,4.522,2.2,36.1,0.74660767,0.016,0.018,262.61,34.49,4.84,1.811,400,XACJ,13T,544503,4929783
CRN,1507,-112.54,41.62,4,1,1507UT Brigham City 28 WNW.txt,0.67,3.025,4.5,26.9,0.534955357,0.006,0.012,243.59,52.65,7.64,0.559,450,LPQ,12T,371703,4608731
CRN,1508,-119.82,37.76,6,1,1508CA Yosemite Village 12 W.txt,0.901,1.749,0,17.3,0.799901734,0.019,0.007,153.45,18.87,0.33,1.022,450,XSMB,11S,251581,4182932
CRN,1510,-86.57,38.89,4,1,1510IN Bedford 5 WNW.txt,0.8,5.456,7.5,43.7,0.649281768,0.015,0.013,261.21,40.49,10.53,1.726,400,LPC,16S,537292,4304657
CRN,1528,-117.19,33.44,3,1,1528CA Fallbrook 5 NE.txt,0.689,1.65,7.7,29.9,0.614675676,0.016,0.015,233.36,33.97,11.37,1.787,450,XSC,11S,482339,3700083
CRN,1529,-119.88,34.41,3,1,1529CA Santa Barbara 11 W.txt,0.929,2.087,2.6,31.9,0.857771331,0.012,0.002,178.23,41.84,5.39,1.109,450,XADB,11S,235282,3811379
CRN,1530,-81.37,27.15,1,1,1530FL Sebring 23 SSE.txt,0.763,10.667,0,38.5,0.485935065,0.049,0.048,363.16,22.73,0,0.575,300,ITF,17R,463339,3003103
CRN,1531,-123.07,38.32,1,1,1531CA Bodega 6 WSW.txt,0.717,2.186,0.2,17.6,0.591367816,0.007,0.019,123.01,19.04,1.34,0.568,500,XTM,10S,493880,4241322
CRN,1532,-119.64,41.85,6,1,1532NV Denio 52 WSW.txt,0.494,3.558,2,25.7,0.343873418,0.035,0.035,136.37,22.69,4.29,3.239,400,XTM,11T,280840,4636492
CRN,1570,-89.43,34.82,3,1,1570MS Holly Springs 4 N.txt,0.95,4.95,7.7,50.5,0.834345794,0.003,0.018,263.63,38.99,7.94,1.1,450,LJ,16S,277750,3855774
CRN,1590,-114.19,32.84,6,1,1590AZ Yuma 27 ENE.txt,0.875,2.214,2.6,26.6,0.78275,0.002,0.014,251.75,23.76,5.86,3.463,500,IACJ,11S,763015,3637048
CRN,1610,-124.32,43.27,4,1,1610OR Coos Bay 8 SW.txt,0.563,4.481,-1,73.3,0.502690444,0.041,0.041,135.49,70.92,56.89,0.777,400,XHD,10T,392880,4791644
CRN,1611,-99.48,46.77,6,1,1611ND Jamestown 38 WSW.txt,0.938,3.858,2.5,23.4,0.753406699,0.01,0.022,222.51,19.81,5.75,1.922,450,ISCJ,14T,463351,5179717
CRN,1612,-110.29,46.88,6,1,1612MT Lewistown 42 WSW.txt,0.856,2.514,6.8,27.4,0.733961165,0.022,0.03,165.61,30.73,8.94,1.278,300,LPQ,12T,554098,5192073
CRN,1613,-112.34,35.76,6,1,1613AZ Williams 35 NNW.txt,0.872,2.142,2.4,25.9,0.780851064,0.011,0.013,232.6,23.65,5.13,2.331,450,IACJ,12S,378860,3958157
CRN,1772,-101.61,36.57,8,1,1772OK Goodwell 2 SE.txt,0.682,3.691,8.1,33.6,0.537254902,0.016,0.044,210.62,39.75,12.29,0.857,350,IAQ,14S,266447,4050343
SCAN,15,-67,18.15,-99,1,"Maricao Forest, PR",0.729,2.383,9.3,26.1,0.587154762,0.019,0.011,72.72,21.62,13.13,1.476,300,XXX,19Q,711580,2007931
SCAN,581,-105.19,47.21,4,1,"Lindsay, MT",0.861,3.447,1.6,23.6,0.704318182,0.006,0.014,260.06,19.87,4.43,6.854,250,XACJ,13T,485611,5228518
SCAN,2001,-96.47,40.85,8,1,"Rogers Farm, NE",0.736,9.415,6.9,48.8,0.511298329,0.016,0.009,239.94,34.65,11.17,3.397,250,ISQJ,14T,713268,4525186
SCAN,2002,-93.95,45.42,2,1,"Crescent Lake, MN",0.833,3.896,2.1,29,0.688167286,0.01,0.02,229.85,21.58,6.27,4.163,200,ISCJ,15T,425674,5030047
SCAN,2006,-102.1,35.17,8,1,"Bushland, TX",0.908,3.974,0,32.3,0.784965944,0.003,0.007,280.29,26.52,3.42,1.879,300,IAQ,13S,764119,3895747
SCAN,2013,-83.43,33.88,3,1,"Watkinsville, GA",0.835,3.061,9.3,35.2,0.716814672,0.011,0.011,205.17,32.47,12.44,2.239,200,LWC,17S,275254,3751508
SCAN,2014,-83.45,39.95,4,1,"Molly Caren, OH",0.819,5.085,12,46.8,0.67287931,0.007,0.011,260.14,47.9,19.49,1.431,350,LJ,17S,290704,4425082
SCAN,2015,-105.42,34.25,6,1,"Adams Ranch, NM",0.857,3.266,2,27.9,0.730899614,0.005,0.005,217.36,25.37,5.08,2.26,250,IAQ,13S,461327,3789955
SCAN,2016,-95.98,30.08,3,1,"Prarie View, TX",0.623,12.049,0,29.8,0.218671141,0.034,0.02,0,8.4,0,1.686,450,IAF,15R,212751,3331396
SCAN,2017,-104.73,40.87,3,1,"Nunn, CO",0.804,3.754,8.9,35,0.660168582,0.002,0.013,231.22,32.81,15.43,3.66,150,LBMS,13T,522751,4524361
SCAN,2018,-104.13,42.07,1,1,"Torrington, WY",0.911,1.931,0,16.8,0.796059524,0.008,0.017,249.91,12.98,2.87,7.791,200,XACJ,13T,571972,4657914
SCAN,2021,-118.57,47,4,1,"Lind, WA",0.934,1.637,0,21.8,0.858908257,0.006,0.006,218.87,23.21,0.71,2.987,400,ISCB,11T,380640,5206360
SCAN,2022,-98.02,35.55,4,1,"Fort Reno, OK",0.74,8.136,0,40.4,0.538613861,0.009,0.008,286.93,34.91,7.33,2.255,250,ISQJ,14S,588825,3934480
SCAN,2026,-110.05,31.73,6,1,"Walnut Gulch, AZ",0.82,2.229,0,20.2,0.709653465,0.009,0.004,254.68,22.88,2.63,1.654,250,IACJ,12R,589996,3510901
SCAN,2027,-83.55,31.5,2,1,"Little River, GA",0.861,2.644,0.7,15.6,0.683550336,0.017,0.006,203.98,13.48,6.66,2.918,450,LWC,17R,257804,3487833
SCAN,2028,-76.67,40.67,4,1,"Manhantago, PA",0.724,4.33,6.6,31.7,0.55149004,0.005,0.017,251.54,27.76,9.78,2.985,350,LJ,18T,358849,4503465
SCAN,2035,-90.35,34.07,4,1,"Vance, MS",0.708,4.478,23.9,49.8,0.535104247,0.006,0.003,197.3,46.58,29.41,1.47,400,LJ,15S,744553,3773087
SCAN,2036,-77.93,40.72,6,1,"Rock Springs, PA",0.71,6.201,1.8,39.6,0.545952381,0.007,0.007,217.34,29.27,7.98,2.585,400,LJ,18T,252526,4511805
SCAN,2038,-81.2,32.67,2,1,"Youman's Farm, SC",0.727,3.817,2.3,32.9,0.602261438,0.009,0.007,264.27,38.04,6.49,0.667,400,LJ,17S,481247,3614721
SCAN,2039,-78.12,38.23,8,1,"N. Piedmont, VA",0.877,4.606,6,40.6,0.743878613,0.007,0.009,252.5,37.75,5.48,2.547,500,LJ,17S,752089,4235257
SCAN,2041,-72.83,44.53,3,1,"Mt. Mansfield, VT",0.549,5.197,19,62.7,0.430075515,0.049,0.047,289.27,52.56,29.83,2.569,100,LJ,18T,672422,4933031
SCAN,2049,-76.85,39.02,3,1,"Powder Mill, MD",0.88,3.264,0.7,28.9,0.764255319,0.007,0.008,231.82,29.54,2.56,1.076,400,LJ,18S,339844,4320624
SCAN,2053,-86.53,34.9,4,1,"WTARS, AL",0.952,4.293,7.7,40.3,0.820312883,0.029,0.022,151.93,45.43,11.46,1.156,450,LWC,16S,542940,3862054
SCAN,2056,-86.68,34.43,3,1,"Stanley Farm, AL",0.861,4.041,13.2,43.6,0.728072368,0.014,0.012,233.13,40.9,14.96,1.802,500,LWC,16S,529401,3809881
SCAN,2057,-86.55,34.78,4,1,"AAMU/JTG, AL",0.825,4.15,6.8,37.8,0.691129032,0.005,0.007,270.51,29.84,10.03,2.156,400,LWC,16S,541172,3848738
SCAN,2067,-66.87,17.97,-99,1,"Bosque Seco, PR",0.795,2.711,0,25.2,0.687420635,0.049,0.006,48.03,29.72,2.72,1.929,250,XXX,19Q,725567,1988160
SCAN,2068,-95.77,42.43,4,1,"Shagbark Hills, IA",0.773,5.317,11.8,47.6,0.624480447,0.029,0.019,132.08,40.43,18.76,3.778,250,ISQJ,15T,272138,4701238
SCAN,2069,-71.72,43.93,3,1,"Hubbard Brook, NH",0.889,1.286,17.1,31.5,0.799694444,0.011,0.01,249.99,33.6,19.15,0.687,500,LJ,19T,281667,4867695
SCAN,2072,-96.61,43.74,4,1,"Eros Data Center, SD",0.746,7.049,13,44.3,0.520792332,0.007,0.011,225.62,38.91,17.25,2.832,250,ISCJ,14T,692453,4845771
SCAN,2073,-81.08,41.8,6,1,"Sunleaf Nursery, OH",0.927,2.993,9.6,30.6,0.78447619,0.008,0.008,247.62,29.04,13.34,2.661,400,LPC,17T,493353,4627573
SCAN,2074,-121.39,42.02,1,1,"Lynhart Ranch, OR",0.681,3.242,0,19.8,0.517262626,0.014,0.017,248.47,13.73,5.57,4.168,200,ISCB,10T,633296,4653250
SCAN,2076,-86.89,35.07,4,1,"Allen Farm, TN",0.654,7.441,3.6,47.5,0.484501139,0.008,0.007,294.67,44.79,12.25,1.004,500,LWC,16S,510029,3880811
SCAN,2077,-86.19,35.14,4,1,"Eastview Farm, TN",0.771,4.853,13.5,41.9,0.600119718,0.003,0.003,285.11,35.85,16.32,1.649,500,LWC,16S,573788,3888868
SCAN,2078,-86.6,34.89,4,1,"Bragg Farm, AL",0.609,4.406,14.1,41,0.445208178,0.018,0.006,78.88,33.02,20.01,2.241,500,LWC,16S,536549,3860917
SCAN,2086,-90.51,33.09,8,1,"Silver City, MS",0.815,4.425,12.8,43.1,0.668960396,0.011,0.003,279.75,38.42,14.55,2.22,450,LWC,15S,732398,3664022
SCAN,2089,-80.13,36.63,3,1,"Reynolds Homestead, VA",0.867,4.764,8.6,48.3,0.747,0.017,0.01,257.75,41.91,11.88,1.502,400,LJ,17S,577783,4054180
SCAN,2090,-92.92,35.21,4,1,"UAPB Point (Rem.?), AR",0.733,4.731,4.6,42.4,0.60784127,0.007,0.003,172.14,35.1,12.06,1.017,400,LPC,15S,507281,3896334
SCAN,2092,-97.09,37.13,4,1,"Abrams, KS",0.9,2.237,6,29,0.80273913,0.006,0.008,239.4,24.04,9,2.649,300,IAQ,14S,669663,4111001
SCAN,2093,-99.33,39.79,4,1,"Phillipsburg, KS",0.794,4.899,4,35.2,0.636980769,0.011,0.011,254.41,27.04,7.76,4.487,200,IAQ,14S,471745,4404501
SCAN,2098,-155.33,19.79,-99,1,"Pua Akala, HI",0.533,16.48,6,54.5,0.193206186,0.01,0.006,337.99,44.34,28.61,7.699,450,XXX,5Q,255896,2189924
SCAN,2099,-155.6,20.01,-99,1,"Waimea Plain, HI",0.784,7.92,9.3,48.6,0.582473282,0.008,0.003,254.28,38.91,12.28,1.458,400,XXX,5Q,227971,2214700
SCAN,2100,-155.29,20,-99,1,"Island Dairy, HI",0.772,6.726,15.7,55.7,0.60385,0.016,0.007,72.18,51.17,22.62,1.649,350,XXX,5Q,260404,2213119
SCAN,2101,-155.42,19.77,-99,1,"Silver Sword, HI",0.885,4.28,4.8,32.8,0.732142857,0.011,0.004,222.38,48.2,12.51,1.401,450,XXX,5Q,246431,2187841
SCAN,2104,-102.04,33.62,6,1,"Reese Center, TX",0.872,3.413,1.5,25.7,0.730966942,0.01,0.004,249.41,23.35,7.09,2.022,300,IAQ,13S,774608,3723953
SCAN,2105,-102.37,33.55,3,1,"Levelland, TX",0.905,2.818,0.6,29.4,0.807152778,0.007,0.007,270.88,21.77,5.76,3.404,300,IAQ,13S,744181,3715361
SCAN,2107,-103.24,33.54,3,1,"Crossroads, NM",0.946,1.448,1.7,20,0.866874317,0.008,0.007,262.24,17.46,3.73,3.552,350,IAQ,13S,663413,3712540
SCAN,2108,-103.63,33.53,6,1,"Willow Wells, NM",0.908,1.489,0,13.2,0.79519697,0.009,0.009,219.45,10.73,1.52,7.559,200,IAQ,13S,627213,3710885
SCAN,2109,-90.57,33.66,12,1,"Sandy Ridge, MS",0.9,3.442,1,29.7,0.780069686,0.011,0.01,256.97,25.03,2.77,1.719,400,LJ,15S,725321,3727107
SCAN,2115,-85.75,32.43,3,1,"Tuskegee, AL",0.881,1.86,0.1,20.9,0.791576923,0.023,0.004,70.38,17.37,3.66,2.108,500,LWC,16S,617518,3588787
SCAN,2116,-118.18,40.03,4,1,"Lovelock NNR, NV",0.787,2.703,3.3,25.5,0.665243243,0.013,0.015,194.31,15.91,6.77,9.839,500,IAQ,11T,399318,4431753
SCAN,2128,-113.64,37.63,6,1,"Enterprise, UT",0.892,1.468,1.9,20.9,0.814736842,0.005,0.008,220.49,18.61,4.3,2.53,350,IAQ,12S,267034,4168042
SCAN,2130,-109.17,37.78,3,1,"Eastland, UT",0.837,6.863,1.4,31.7,0.61049835,0.008,0.013,207.66,36.47,10.01,1.537,250,LBMS,12S,661154,4182982
SCAN,2135,-112.43,41.94,4,1,"Blue Creek, UT",0.918,3.243,6,40,0.822617647,0.001,0.008,233.12,37.31,8.27,1.811,500,LPQ,12T,381458,4644103
SCAN,2136,-111.98,41.82,8,1,"Cache Junction, UT",0.852,4.817,8.6,46,0.723203209,0.016,0.013,169.9,42.27,16.18,2.336,450,LPQ,12T,418609,4630255
SCAN,2137,-111.87,39.65,6,1,"Nephi, UT",0.888,4.323,5.4,35.1,0.742444444,0.007,0.007,254.34,60.18,11.63,0.879,450,LPQ,12S,425358,4389273
SCAN,2138,-109.36,37.67,3,1,"Alkali Mesa, UT",0.862,2.25,3.6,33.4,0.786496644,0.005,0.004,228.52,39.46,6.1,0.883,450,LBMS,12S,644635,4170467
SCAN,2140,-109.34,37.45,3,1,"McCracken Mesa, UT",0.909,2.161,4.3,28.1,0.818201681,0.007,0.006,257.07,59.19,6.45,1.323,500,LBMS,12S,646830,4146087
SCAN,2141,-115.61,36.27,6,1,"Kyle Canyon, NV",0.921,1.826,2.2,25,0.840912281,0.006,0.006,194.83,20.9,4.68,2.481,450,IAQ,11S,624852,4014792
SCAN,2144,-115.2,36.57,6,1,"Pine Nut, NV",0.876,1.571,0,14.4,0.766902778,0.004,0.004,250.19,10.88,1.63,3.439,300,IAQ,11S,661062,4048680
SCAN,2146,-115.61,36.17,6,1,"Lovell Summit, NV",0.875,3.449,0,26.8,0.74630597,0.005,0.009,233.36,22.67,4.4,3.43,450,IAQ,11S,625011,4003699
SCAN,2148,-117.01,42.95,3,1,"Jordan Valley CWMA, ID",0.948,1.593,0,26.9,0.888780669,0.023,0.02,222.4,37.87,0,1.525,450,XTM,11T,499184,4755262
SCAN,2149,-118.42,37.78,2,1,"Marble Creek, CA",0.886,1.268,0,14,0.795428571,0.018,0.012,179.92,14.74,0.42,3.39,450,XSMB,11S,374953,4182355
SCAN,2151,-111.19,41.34,6,1,"Buffalo Jump, UT",0.822,2.609,1.5,27.6,0.722038314,0.005,0.014,209.4,29.59,6.44,1.465,250,LPQ,12T,484103,4576518
SCAN,2152,-112.39,40.59,6,1,"Grantsville, UT",0.873,2.915,0,27.8,0.768143885,0.005,0.008,258.31,34.24,1.16,1.287,350,LPQ,12T,382375,4494173
